,course_name,instructor,course description,reviews_avg,reviews_count,course_duration,lectures_count,level,price_after_discount,main_price,course_flag,students_count,len descreption,amount of discount
110,Python for Financial Analysis and Algorithmic Trading,Jose Portilla,"Learn numpy , pandas , matplotlib , quantopian , finance , and more for algorithmic trading with Python!",4.6,16833,16.5,120,All Levels,319.99,1599.99,Bestseller,113486.0,104,1280.0
111,Git Going Fast: One Hour Git Crash Course,Jason Taylor,"Learn the key concepts and basic workflow for Git and GitHub with this easy to follow, top rated, bootcamp-style course!",4.4,16690,1.5,33,Beginner,199.99,229.99,Normal,99058.0,120,30.0
112,Learn Python & Ethical Hacking From Scratch,"Zaid Sabih, z Security",Start from 0 & learn both topics simultaneously from scratch by writing 20+ hacking programs,4.7,16567,25.0,183,All Levels,319.99,1599.99,Normal,98104.0,92,1280.0
113,Complete Guide to TensorFlow for Deep Learning with Python,Jose Portilla,Learn how to use Google's Deep Learning Framework - TensorFlow with Python! Solve problems with cutting edge techniques!,4.2,16543,14.0,96,Intermediate,269.99,1299.99,Normal,93119.0,120,1030.0
114,Apache Spark with Scala - Hands On with Big Data!,"Sundog Education by Frank Kane, Frank Kane, Sundog Education Team","Apache Spark tutorial with 20+  hands-on examples of analyzing large data sets, on your desktop or on Hadoop with Scala!",4.5,16242,9.0,69,All Levels,199.99,229.99,Normal,87278.0,120,30.0
115,Bootstrap 4 From Scratch With 5 Projects,Brad Traversy,Master Bootstrap 4 and build 5 real world themes while learning HTML5 semantics & CSS3,4.5,16220,11.5,74,All Levels,319.99,849.99,Normal,68112.0,86,530.0
116,Selenium 4 WebDriver with Java(Basics + Advance + Architect),Rahul Arora,"#1 2022 TOP RATED, BEST SELLER Course on SELENIUM 4.0, Trusted by 500,000+ students with Many Live Projects & Frameworks",4.5,16206,143.0,462,All Levels,199.99,229.99,Normal,147225.0,120,30.0
117,The Ultimate Excel Programmer Course,Daniel Strong,"Learn Excel VBA from Scratch with Dan Strong, Bestselling Excel Expert with Over 180K Students Worldwide!",4.6,15746,30.5,279,All Levels,269.99,1399.99,Bestseller,113384.0,105,1130.0
118,"Understanding Jira for users, managers and admins",Dan LeFebvre,Everything you need to know to get started with Atlassian's powerful agile project management and issue tracker tool.,4.5,15591,6.5,59,All Levels,269.99,729.99,Normal,58692.0,117,460.0
119,"Ionic - Build iOS, Android & Web Apps with Ionic & Angular",Maximilian Schwarzmüller,"Build Native iOS & Android as well as Progressive Web Apps with Angular, Capacitor and the Ionic Framework (Ionic 4+).",4.7,15556,20.5,290,All Levels,269.99,1399.99,Bestseller,67732.0,118,1130.0
120,Data Science and Machine Learning Bootcamp with R,Jose Portilla,Learn how to use the R programming language for data science and machine learning and data visualization!,4.7,15440,18.0,128,All Levels,349.99,1599.99,Normal,85246.0,105,1250.0
121,WebServices/Rest API Testing with SoapUI +Real time Projects,Rahul Shetty,"""Most Popular #1 SoapUI Test automation Course - ""70,000+ students learning together with great collaboration""",4.5,15234,12.5,74,All Levels,269.99,1299.99,Bestseller,75129.0,110,1030.0
122,Appium -Mobile Testing (Android/IOS) from Scratch+Frameworks,Rahul Shetty,[LATEST VERSION 2.0] Master on Mobile Apps Automation Testing from basics to Framework CI/CD with real time examples,4.5,15158,25.5,154,All Levels,319.99,1399.99,Bestseller,81699.0,116,1080.0
123,Javascript for Beginners Learn by Doing Practical Exercises,"Edwin Diaz, Coding Faculty Solutions",JavaScript for Beginners : Work closely with me doing exercises & learn more. I make Javascript easy for you guaranteed.,4.4,14969,4.0,31,All Levels,229.99,719.99,Normal,36987.0,120,490.0
124,"MERN Stack Front To Back: Full Stack React, Redux & Node.js",Brad Traversy,"Build and deploy a social network with Node.js, Express, React, Redux & MongoDB. Fully updated April 2019",4.5,14900,12.0,73,Intermediate,319.99,849.99,Normal,59409.0,105,530.0
125,The Complete Oracle SQL Bootcamp (2022),"Oracle Master Training | 175,000+ Students Worldwide, Code Star Academy",Become an In-demand SQL Professional! Pass Oracle SQL 1Z0-071 (OCA) Certification Exam Confidently!,4.6,14672,33.5,351,All Levels,269.99,1299.99,Bestseller,60304.0,99,1030.0
126,Learn HTML5 Programming From Scratch,Eduonix Learning Solutions,A Complete HTML5 Programming Course for Beginners,4.2,14632,17.0,72,All Levels,229.99,269.99,Normal,318855.0,49,40.0
127,The Complete WordPress Website Business Course,"Rob Percival, Gregg Davis, Codestars • over 2 million students worldwide!","Master WordPress with this Complete WordPress Course, without learning how to code and without any programming!",4.2,14561,22.0,116,All Levels,319.99,849.99,Normal,77003.0,111,530.0
128,The Complete Ruby on Rails Developer Course,"Rob Percival, Mashrur Hossain, Codestars • over 2 million students worldwide!",Learn to make innovative web apps with Ruby on Rails and unleash your creativity,4.6,14544,48.0,432,All Levels,269.99,1299.99,Bestseller,92370.0,80,1030.0
129,"Node.js, Express, MongoDB & More: The Complete Bootcamp 2023",Jonas Schmedtmann,"Master Node by building a real-world RESTful API and web app (with authentication, Node.js security, payments & more)",4.7,14522,42.0,229,All Levels,349.99,1699.99,Bestseller,87377.0,117,1350.0
130,Learn DevOps: CI/CD with Jenkins using Pipelines and Docker,Edward Viaene,"Use Jenkins the DevOps way. Automate your Jenkins jobs by using Jenkins Pipelines, Docker, and the Jenkins Job DSL",4.2,14301,4.5,52,All Levels,229.99,269.99,Normal,71772.0,114,40.0
131,Node with React: Fullstack Web Development,Stephen Grider,"Build and deploy fullstack web apps with NodeJS, React, Redux, Express, and MongoDB.",4.7,14230,26.0,214,All Levels,319.99,1399.99,Normal,82459.0,84,1080.0
132,MasterClass Software Testing with Jira & Agile -Be a QA Lead,Rahul Shetty,2022 BEST job oriented Software Manual Testing course on real time Project+Interview ques+Resume Prep+ Lifetime Support,4.5,14207,10.5,78,All Levels,319.99,1399.99,Bestseller,63829.0,119,1080.0
133,Docker Crash Course for busy DevOps and Developers,"Tao W., Level Up, James Lee",Learn how to develop and deploy web applications with Docker technologies. Take your DevOps skills to the next level.,4.3,13996,3.0,49,All Levels,269.99,779.99,Normal,63424.0,117,510.0
134,Java Programming: Complete Beginner to Advanced,CodeIn Academy,Become a Computer Programmer by Learning Core Java Skills,4.2,13879,7.0,48,Beginner,269.99,679.99,Normal,522455.0,57,410.0
135,Taming Big Data with Apache Spark and Python - Hands On!,"Sundog Education by Frank Kane, Frank Kane, Sundog Education Team",PySpark tutorial with 20+  hands-on examples of analyzing large data sets on your desktop or on Hadoop with Python!,4.5,13841,7.0,66,All Levels,229.99,269.99,Bestseller,82468.0,115,40.0
136,The Coding Interview Bootcamp: Algorithms + Data Structures,Stephen Grider,Ace your next Javascript coding interview by mastering data structures and algorithms.,4.6,13793,13.0,137,All Levels,319.99,649.99,Normal,91650.0,86,330.0
137,Docker & Kubernetes: The Practical Guide [2023 Edition],"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller","Learn Docker, Docker Compose, Multi-Container Projects, Deployment and all about Kubernetes from the ground up!",4.7,13791,23.5,260,All Levels,269.99,1399.99,Bestseller,95957.0,111,1130.0
138,iOS 10 & Swift 3: From Beginner to Paid Professional™,"Mark Wahlbeck, Devslopes by Mark Wahlbeck",The most comprehensive course on iOS development - become a master of app development,4.7,13670,71.0,251,All Levels,229.99,1199.99,Normal,90181.0,85,970.0
139,Ultimate Web Designer & Web Developer Course,Brad Hussey,Become a Full-Stack Web Designer in 2022 - Learn Everything from Web Design Fundamentals to Front-End Web Development,4.5,13612,35.0,263,All Levels,319.99,1699.99,Bestseller,78452.0,117,1380.0
140,Bash Scripting and Shell Programming (Linux Command Line),Jason Cannon,"Learn bash programming for Linux, Unix, & Mac. Learn how to write bash scripts like a pro & solve real-world problems!",4.4,13577,2.5,34,All Levels,269.99,1299.99,Bestseller,72317.0,118,1030.0
141,Data Structures and Algorithms:  Deep Dive Using Java,"Tim Buchalka, Goran Lochert, Tim Buchalka's Learn Programming Academy","Learn about Arrays,  Linked Lists, Trees,  Hashtables, Stacks,  Queues,  Heaps, Sort algorithms and Search algorithms",4.5,13388,16.0,116,Intermediate,269.99,719.99,Bestseller,84388.0,117,450.0
142,The Complete Front-End Web Development Course,"Joseph Delgadillo, Nick Germaine","Get started as a front-end web developer using HTML, CSS, JavaScript, jQuery, and Bootstrap!",4.2,13312,17.0,126,All Levels,269.99,1299.99,Normal,424572.0,92,1030.0
143,"Jenkins, From Zero To Hero: Become a DevOps Jenkins Master",Ricardo Andre Gonzalez Gomez,"Become a DevOps Master learning Jenkins & integrations with powerful tools like Docker, Ansible, AWS, GIT & more!",4.4,13306,10.5,165,All Levels,349.99,749.99,Bestseller,104901.0,113,400.0
144,Microservices with Node JS and React,Stephen Grider,"Build, deploy, and scale an E-Commerce app using Microservices built with Node, React, Docker and Kubernetes",4.8,13152,54.5,660,All Levels,319.99,1399.99,Bestseller,90089.0,108,1080.0
145,Complete Machine Learning & Data Science Bootcamp 2023,"Andrei Neagoie, Daniel Bourke, Zero To Mastery","Learn Data Science, Data Analysis, Machine Learning (Artificial Intelligence) and Python with Tensorflow, Pandas & more!",4.6,12909,44.0,378,All Levels,269.99,1299.99,Normal,77444.0,120,1030.0
146,Learn DevOps: Infrastructure Automation With Terraform,Edward Viaene,"Learn how to automate your infrastructure with terraform. Covers Terraform with AWS, Packer, Docker, ECS, EKS, Jenkins",4.5,12902,11.5,120,Beginner,319.99,419.99,Bestseller,84999.0,118,100.0
147,Learn JMETER from Scratch on Live Apps -Performance Testing,Rahul Shetty,Top class Jmeter lectures explaining Load testing with real time examples including material and query support,4.5,12654,8.5,49,All Levels,319.99,1599.99,Bestseller,63723.0,110,1280.0
148,ES6 Javascript: The Complete Developer's Guide,Stephen Grider,ES6 Javascript Development from scratch.  Get practice with live examples and learn exactly where to apply ES6 features.,4.6,12592,6.5,70,Beginner,319.99,619.99,Normal,53255.0,120,300.0
149,The Modern JavaScript Bootcamp,Andrew Mead,"Learn JavaScript by building real-world apps. Includes 3 real-world projects, 80 programming challenges, and ES6/ES7!",4.7,12590,29.5,155,All Levels,349.99,629.99,Normal,49445.0,117,280.0
150,The Agile Samurai Bootcamp,Jonathan Rasmusson,"Everything you need to setup, execute, and successfully deliver your own Agile project.",4.5,12404,3.0,34,All Levels,319.99,1599.99,Bestseller,41409.0,87,1280.0
151,The Git & Github Bootcamp,Colt Steele,"Master the essentials and the tricky bits: rebasing, squashing, stashing, reflogs, blobs, trees, & more!",4.8,12350,17.0,187,Beginner,269.99,849.99,Bestseller,77041.0,104,580.0
152,AWS Serverless APIs & Apps - A Complete Introduction,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller","Get into serverless computing with API Gateway, AWS Lambda and other Amazon Web Services! Zero server config APIs & SPAs",4.6,12277,8.0,142,All Levels,319.99,819.99,Bestseller,79453.0,120,500.0
153,Introduction to Machine Learning for Data Science,David Valentine,"A primer on Machine Learning for Data Science.  Revealed for everyday people, by the Backyard Data Scientist.",4.4,12209,5.5,62,Beginner,229.99,1199.99,Normal,57123.0,109,970.0
154,NLP - Natural Language Processing with Python,Jose Portilla,"Learn to use Machine Learning, Spacy, NLTK, SciKit-Learn, Deep Learning, and more to conduct Natural Language Processing",4.6,12132,11.5,80,Intermediate,319.99,1399.99,Normal,62289.0,120,1080.0
155,Master Java Web Services and REST API with Spring Boot,in28Minutes Official,Build Java Web Services & REST API - RESTful & SOAP - with Spring & Spring Boot. Learn REST API & SOAP Web Services Now!,4.5,12118,12.0,132,All Levels,269.99,1399.99,Normal,67949.0,120,1130.0
156,Entity Framework in Depth: The Complete Guide,Mosh Hamedani,Connect your applications to a SQL Server database,4.5,12088,6.5,79,Intermediate,349.99,719.99,Bestseller,56496.0,50,370.0
157,Build Websites from Scratch with HTML & CSS,"Brad Hussey, Code College",Learn Web Development Essentials and Become a Web Developer From Scratch in this Complete HTML & CSS Beginner's Course,4.6,12048,8.5,81,Beginner,269.99,819.99,Normal,86552.0,118,550.0
158,Selenium Webdriver with PYTHON from Scratch + Frameworks,Rahul Shetty,Version 4 LATEST - Learn Python Programming & Selenium Python Automation from Basics to Advanced level + 5 LIVE Project,4.6,11927,17.0,121,All Levels,269.99,1299.99,Bestseller,60602.0,119,1030.0
159,PHP with Laravel for beginners - Become a Master in Laravel,"Edwin Diaz, Coding Faculty Solutions",Learn to master Laravel to make advanced applications like the real CMS app we build on this course,4.4,11816,43.0,409,All Levels,319.99,849.99,Bestseller,51557.0,99,530.0
160,JavaScript: The Advanced Concepts (2023 Update),"Andrei Neagoie, Zero To Mastery",Learn modern advanced JavaScript practices and be in the top 10% of JavaScript developers,4.7,11760,25.5,229,All Levels,319.99,1399.99,Normal,62956.0,89,1080.0
161,Postman: The Complete Guide - REST API Testing,"Valentin Despa, Valentin Despa (Support)","Postman API testing for manual and automated tests. Automate with Newman, Jenkins or any other CI tool.",4.6,11756,15.0,162,All Levels,199.99,229.99,Bestseller,69692.0,103,30.0
162,Scala & Functional Programming Essentials | Rock the JVM,Daniel Ciocîrlan,"Become a Scala programmer and get the skills you need to work with Spark, Akka, and any Scala framework!",4.7,11700,11.5,40,Intermediate,269.99,319.99,Bestseller,50211.0,104,50.0
163,Learn to Code in Python 3: Programming beginner to advanced,"Ivan Lourenço Gomes, Learn IT University, Andrii Piatakha","Python3 programming made easy with exercises, challenges and lots of real life examples. Learn to code today!",4.5,11661,5.5,45,Beginner,319.99,649.99,Normal,259566.0,109,330.0
164,"Beginner Full Stack Web Development: HTML, CSS, React & Node","Mark Wahlbeck, Devslopes by Mark Wahlbeck","Learn web development with HTML, CSS, Bootstrap 4, ES6 React and Node",4.5,11526,31.5,168,Beginner,269.99,1299.99,Normal,118039.0,69,1030.0
165,"DevOps: CI/CD with Jenkins pipelines, Maven, Gradle","TetraNoodle Team, Manuj Aggarwal","Build continuous integration, continuous delivery and DevOps pipelines with Java, Gradle, Maven, Artifactory & Sqitch.",4.2,11512,3.5,30,All Levels,319.99,1399.99,Normal,43350.0,118,1080.0
166,"GitLab CI: Pipelines, CI/CD and DevOps for Beginners","Valentin Despa, Valentin Despa (Support)",Learn GitLab CI / CD with Docker & DevOps: obtain valuable DevOps skills. Build pipelines.,4.6,11439,5.5,81,Intermediate,269.99,419.99,Bestseller,64141.0,90,150.0
167,Core Java Made Easy (Covers the latest Java 17),Bharath Thippireddy,Master java in quick and simple steps,4.4,11406,27.5,537,All Levels,269.99,419.99,Normal,62405.0,37,150.0
